Entry	Status	Gene names	Subcellular location [CC]
O70496	reviewed	Clcn7 Clc7	SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:16525474}; Multi-pass membrane protein {ECO:0000269|PubMed:16525474}.
P97742	reviewed	Cpt1a Cpt-1 Cpt1	SUBCELLULAR LOCATION: Mitochondrion outer membrane; Multi-pass membrane protein.
Q9D979	reviewed		
Q8C7D2	reviewed	Crbn	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q96SW2}. Nucleus {ECO:0000250|UniProtKB:Q96SW2}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.
O08739	reviewed	Ampd3	
Q9D7Q1	reviewed	Chit1	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:16005164}. Lysosome {ECO:0000250}. Note=A small proportion is lysosomal. {ECO:0000250}.
Q80XD1	reviewed	Chn2 Arhgap3 Bch	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}.
Q99PG0	reviewed	Aadac Aada	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:19654421}; Single-pass type II membrane protein {ECO:0000269|PubMed:19654421}. Microsome membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
Q9Z2N8	reviewed	Actl6a Actl6 Baf53a	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O96019}.
Q9QXG4	reviewed	Acss2 Acas2 Acecs1	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:11150295}.
P83855	reviewed		
Q924I3	reviewed	Ackr4 Ccr11 Ccrl1	SUBCELLULAR LOCATION: Early endosome {ECO:0000250}. Recycling endosome {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Predominantly localizes to endocytic vesicles, and upon stimulation by the ligand is internalized via caveolae. Once internalized, the ligand dissociates from the receptor, and is targeted to degradation while the receptor is recycled back to the cell membrane (By similarity). {ECO:0000250}.
Q8CGD2	reviewed	Crispld1	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q9JM58	reviewed	Crlf1 Crlm3	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q8R2R3	reviewed	Aagab	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}.
Q811W1	reviewed	Aard	
Q9JIF0	reviewed	Prmt1 Hrmt1l2 Mrmt1	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19858291}. Nucleus, nucleoplasm {ECO:0000269|PubMed:22872859}. Cytoplasm, cytosol {ECO:0000269|PubMed:19858291}. Cytoplasm {ECO:0000269|PubMed:19858291}. Note=Mostly found in the cytoplasm (PubMed:19858291). Colocalizes with CHTOP within the nucleus (PubMed:19858291). Low levels detected also in the chromatin fraction (PubMed:22872859). {ECO:0000269|PubMed:19858291, ECO:0000269|PubMed:22872859}.
Q8BZ25	reviewed	Ankk1	
Q04841	reviewed	Mpg Mid1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000250}. Nucleus {ECO:0000250}.
Q8CIG8	reviewed	Prmt5 Jbp1 Skb1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:O14744}. Nucleus {ECO:0000269|PubMed:22872859}. Golgi apparatus {ECO:0000250|UniProtKB:O14744}.
Q8K442	reviewed	Abca8a	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q8K449	reviewed	Abca9	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q6PAK3	reviewed	Prmt8 Hrmt1l4	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9NR22}; Lipid-anchor {ECO:0000250|UniProtKB:Q9NR22}; Cytoplasmic side {ECO:0000250|UniProtKB:Q9NR22}.
Q9R158	reviewed	Adam26a Adam26	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q9WV35	reviewed	Apobec2	
Q9JLN6	reviewed	Adam28	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q9QXM0	reviewed	Abhd2 Labh-2 Labh2	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P08910}; Single-pass type II membrane protein {ECO:0000250|UniProtKB:P08910}. Cytoplasmic vesicle, secretory vesicle, acrosome membrane {ECO:0000269|PubMed:26989199}. Note=Absent from the sperm flagellum. {ECO:0000269|PubMed:26989199}.
Q9EST3	reviewed	Eif4enif1 Clast4	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9NRA8}. Nucleus {ECO:0000250|UniProtKB:Q9NRA8}. Nucleus, PML body {ECO:0000250|UniProtKB:Q9NRA8}. Nucleus speckle {ECO:0000250|UniProtKB:Q9NRA8}. Note=Predominantly cytoplasmic. Shuttles between the nucleus and the cytoplasm in a CRM1-dependent manner. Localization to nuclear foci and speckles requires active transcription. {ECO:0000250|UniProtKB:Q9NRA8}.
Q811Q4	reviewed	Adam29	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
P97384	reviewed	Anxa11 Anx11	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Melanosome {ECO:0000250}. Nucleus envelope {ECO:0000250}. Nucleus, nucleoplasm {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Note=Found throughout the nucleoplasm at interphase and during mitosis concentrates around the mitotic apparatus. Elevation of intracellular calcium causes relocalization from the nucleoplasm to the nuclear envelope, with little effect on the cytoplasmic pool. Localization to the nuclear envelope is cell-cycle dependent. {ECO:0000250}.
Q8R0P8	reviewed	Abhd8	
P82020	reviewed	Defb2	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
Q9ERL7	reviewed	Gmfg	
Q6XUX1	reviewed	Dstyk Ripk5	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23862974}. Cell membrane {ECO:0000269|PubMed:23862974}. Apical cell membrane {ECO:0000269|PubMed:23862974}. Basolateral cell membrane {ECO:0000269|PubMed:23862974}. Cell junction {ECO:0000269|PubMed:23862974}. Note=Detected in basolateral and apical membranes of all tubular epithelia. Detected at apical cell-cell junctions. Colocalized with FGF receptors to the cell membrane. {ECO:0000269|PubMed:23862974}.
Q8CFX1	reviewed	H6pd	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000250}. Note=Microsomes, endoplasmic reticulum lumen. {ECO:0000250}.
Q3V3I2	reviewed	Gnat3	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
B2RSH2	reviewed	Gnai1 Gnai-1	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P10824}. Cytoplasm {ECO:0000250|UniProtKB:P10824}. Cell membrane {ECO:0000250|UniProtKB:P10824}; Peripheral membrane protein {ECO:0000250|UniProtKB:P10824}; Cytoplasmic side {ECO:0000250|UniProtKB:P10824}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:P10824}. Cytoplasm, cell cortex {ECO:0000250|UniProtKB:P63096}. Membrane {ECO:0000250|UniProtKB:P10824}; Lipid-anchor {ECO:0000250|UniProtKB:P10824}. Note=Localizes in the centrosomes of interphase and mitotic cells, but not in centrosomes during cytokinesis. Detected at the cleavage furrow or the midbody. Localized at the plasma membrane throughout mitosis. Colocalizes with RIC8A and RGS14 at the plasma membrane. {ECO:0000250|UniProtKB:P10824}.
Q99JX4	reviewed	Eif3m Pcid1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03012}.
Q9D5E4	reviewed	Drc3 Lrrc48	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250|UniProtKB:Q9H069}. Cell projection, cilium {ECO:0000250|UniProtKB:Q9H069}. Cytoplasm, cytoskeleton, flagellum axoneme {ECO:0000250|UniProtKB:A8IVX2}.
A2AV25	reviewed	Fibcd1	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q69Z23	reviewed	Dnah17 Dnahc17 Kiaa3028	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000305}.
A2ACJ2	reviewed	Faap100	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q3UCQ1	reviewed	Foxk2 Ilf1	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00089, ECO:0000269|PubMed:16376864, ECO:0000269|PubMed:25402684}. Cytoplasm {ECO:0000269|PubMed:25402684}.
Q3US41	reviewed	Esrp1 Rbm35a	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q61554	reviewed	Fbn1 Fbn-1	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P35555}. Note=Fibrillin-1 and Asprosin chains are still linked together during the secretion from cells, but are subsequently separated by furin. {ECO:0000250|UniProtKB:P35555}.; SUBCELLULAR LOCATION: [Asprosin]: Secreted {ECO:0000250|UniProtKB:P35555}. Note=Secreted into the plasma. {ECO:0000250|UniProtKB:P35555}.; SUBCELLULAR LOCATION: [Fibrillin-1]: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:24039232}.
Q5SUS0	reviewed	Fbxw10	
Q8BQM8	reviewed	Eml5	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000305}.
Q9DB76	reviewed	Emc9 Cgi112 Fam158a	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
A2AFR3	reviewed	Frmpd4 Gm196 Kiaa0316 Pdzd10 Pdzk10	SUBCELLULAR LOCATION: Cell projection, dendritic spine {ECO:0000250|UniProtKB:Q14CM0}.
Q8K285	reviewed	Fcho1	SUBCELLULAR LOCATION: Membrane, clathrin-coated pit {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=Associated with forming but not mature clathrin-coated vesicles. The recruitment to coated-pits precede the one of clathrin and the adaptor protein complex AP-2 (By similarity). {ECO:0000250}.
P20934	reviewed	Evi2a Evi-2 Evi-2a Evi2	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P48320	reviewed	Gad2 Gad65	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Cytoplasmic vesicle {ECO:0000250}. Cell junction, synapse, presynaptic cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=Associated to cytoplasmic vesicles. In neurons, cytosolic leaflet of Golgi membranes and presynaptic clusters (By similarity). {ECO:0000250}.
O54940	reviewed	Bnip2 Nip2l	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000250}. Note=Localizes to the nuclear envelope region and to other cytoplasmic structures. {ECO:0000250}.
B1AXD8	reviewed	Akirin2	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q53H80}.
Q9CRC6	reviewed	Borcs7	SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000250|UniProtKB:Q96B45}.
O54931	reviewed	Akap2	
Q8BYR5	reviewed	Cadps2 Caps2	SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane {ECO:0000305}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cell junction, synapse {ECO:0000269|PubMed:14530279, ECO:0000269|PubMed:15820695}. Note=Membrane-associated to vesicles. Strongly enriched in synaptic fractions. Probably localizes to different vesicles compared to CADPS. Enriched on vesicular structures in the parallel fiber terminal of granule cells that are distinct from synaptic vesicles.
P24549	reviewed	Aldh1a1 Ahd-2 Ahd2 Aldh1	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:P48644}.
P28659	reviewed	Celf1 Brunol2 Cugbp Cugbp1	SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Note=RNA-binding activity is detected in both nuclear and cytoplasmic compartments. {ECO:0000250}.
Q8C0D9	reviewed	Cep68	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Note=Localizes to thin fibers protruding away from the proximal ends of the two centrioles. Dissociates from interphase centrosomes at the onset of mitosis. {ECO:0000250|UniProtKB:Q76N32}.
Q6EDY6	reviewed	Carmil1 Carmil Lrrc16 Lrrc16a	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16054028}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:16054028}. Cell membrane {ECO:0000250|UniProtKB:Q5VZK9}. Cell projection, lamellipodium {ECO:0000269|PubMed:16054028}. Note=Found on macropinosomes (By similarity). Colocalized with heterodimeric capping protein (CP) and F-actin in lamellipodia but not with F-actin in stress fibers (PubMed:16054028). {ECO:0000250|UniProtKB:Q5VZK9, ECO:0000269|PubMed:16054028}.
Q6P8Y0	reviewed	Cfap161	
Q921Q3	reviewed	Alg1	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
Q6NZQ0	reviewed	Ccdc189 Gm166	
P97793	reviewed	Alk	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Note=Membrane attachment was crucial for promotion of neuron-like differentiation and cell proliferation arrest through specific activation of the MAP kinase pathway. {ECO:0000250}.
P00405	reviewed	Mtco2 COII COX2 mt-Co2	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.
Q7TST0	reviewed	Btnl1 Btnl3 Gm316 Ng10	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
Q7TN73	reviewed	Casd1 Cas1 Cast1	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:Q96PB1}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q96PB1}.
Q6P6J4	reviewed	Alkbh2 Abh2	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16642038, ECO:0000269|PubMed:18519673}.
Q8BRC6	reviewed	Maats1 Aat1 Cfap91 Spata26	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q7Z4T9}. Mitochondrion {ECO:0000250|UniProtKB:Q7Z4T9}. Cytoplasm, cytoskeleton, cilium axoneme {ECO:0000250|UniProtKB:A8IH47}.
Q924C5	reviewed	Alpk3 Kiaa1330	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11418590}.
Q3V036	reviewed	Ccdc27 Gm1035	
Q8BJQ9	reviewed	Csgalnact1 Chgn Galnact1	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q9EQP6	reviewed	Arr3	SUBCELLULAR LOCATION: Photoreceptor inner segment {ECO:0000269|PubMed:28151698}. Cell projection, cilium, photoreceptor outer segment {ECO:0000269|PubMed:28151698}.
Q3UJP5	reviewed		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22177090, ECO:0000269|PubMed:29440555}. Photoreceptor inner segment {ECO:0000269|PubMed:29440555}. Note=In the retina, located at the base of the primary cilium (PubMed:22177090). Expressed throughout photoreceptors cell body including the basal body, inner segment and synaptic terminus, but not in the outer segment (at the protein level). {ECO:0000269|PubMed:29440555}.
P50429	reviewed	Arsb As1 As1-s	SUBCELLULAR LOCATION: Lysosome {ECO:0000269|PubMed:19536613}. Cell surface {ECO:0000269|PubMed:19536613}.
P70269	reviewed	Ctse	SUBCELLULAR LOCATION: Endosome {ECO:0000269|PubMed:1601038}. Note=The proenzyme is localized to the endoplasmic reticulum and Golgi apparatus, while the mature enzyme is localized to the endosome.
Q8VHW2	reviewed	Cacng8	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:21127204, ECO:0000305|PubMed:21172611}; Multi-pass membrane protein {ECO:0000250}. Cell junction, synapse, postsynaptic density membrane {ECO:0000269|PubMed:21172611}.
Q9D738	reviewed	Asb12	
P0CG09	reviewed	C2cd4d Gm659	
Q03288	reviewed	Asip a	SUBCELLULAR LOCATION: Secreted.
Q7TQH0	reviewed	Atxn2l A2lp	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Cytoplasm {ECO:0000250|UniProtKB:Q8WWM7}. Nucleus speckle {ECO:0000250|UniProtKB:Q8WWM7}. Cytoplasmic granule {ECO:0000250|UniProtKB:Q8WWM7}. Note=Predominantly cytoplasmic but is also detected in nuclear speckles. Component of cytoplasmic stress granules. Inhibition of methylation alters nuclear localization. Methylation does not seem to be required for localization to stress granules under stress conditions. {ECO:0000250|UniProtKB:Q8WWM7}.
Q9WV71	reviewed	Asb4	
Q6A051	reviewed	Atrnl1 Alp Atrnl Kiaa0534	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P61213	reviewed	Arl4a Arl4	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}. Cytoplasm {ECO:0000250}. Nucleus, nucleolus {ECO:0000250}. Note=Localization in the nucleolus is dependent by nucleotide binding. {ECO:0000250}.
Q9CQW2	reviewed	Arl8b Arl10c Gie1	SUBCELLULAR LOCATION: Late endosome membrane {ECO:0000250|UniProtKB:Q9NVJ2}. Lysosome membrane {ECO:0000269|PubMed:30174114}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q9NVJ2}. Cell projection, axon {ECO:0000269|PubMed:30174114}. Cell junction, synapse {ECO:0000269|PubMed:30174114}. Note=Localizes with microtubules at the spindle mid-zone during mitosis. {ECO:0000250|UniProtKB:Q9NVJ2}.
P10148	reviewed	Ccl2 Je Mcp1 Scya2	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P13500}.
P10810	reviewed	Cd14	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:21821728, ECO:0000269|PubMed:8612135}; Lipid-anchor, GPI-anchor {ECO:0000250|UniProtKB:P08571}. Secreted {ECO:0000250|UniProtKB:P08571}. Membrane raft {ECO:0000250|UniProtKB:P08571}. Golgi apparatus {ECO:0000250|UniProtKB:P08571}. Note=Soluble, secreted forms seem to exist. They may arise by cleavage of the GPI anchor. {ECO:0000250|UniProtKB:P08571}.
Q8K4M5	reviewed	Commd1 Murr1	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q8N668}. Cytoplasm {ECO:0000250|UniProtKB:Q8N668}. Endosome membrane {ECO:0000250|UniProtKB:Q8N668}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:Q8N668}. Early endosome {ECO:0000250|UniProtKB:Q8N668}. Recycling endosome {ECO:0000250|UniProtKB:Q8N668}. Note=Shuttles between nucleus and cytosol. Detected in perinuclear foci that may be aggresomes containing misfolded, ubiquitinated proteins (By similarity). {ECO:0000250|UniProtKB:Q8N668}.
Q91Z92	reviewed	B3galt6	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
Q9DBE0	reviewed	Csad	
Q9JMK0	reviewed	B4galt5 Bgt-5	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane {ECO:0000250|UniProtKB:P15291}; Single-pass type II membrane protein. Golgi apparatus {ECO:0000250|UniProtKB:A0A1S6M251}. Note=Trans cisternae of Golgi stack. {ECO:0000250|UniProtKB:P15291}.
Q9Z0X1	reviewed	Aifm1 Aif Pdcd8	SUBCELLULAR LOCATION: Mitochondrion intermembrane space {ECO:0000269|PubMed:9989411}. Mitochondrion inner membrane {ECO:0000250}. Cytoplasm {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000250}. Nucleus {ECO:0000269|PubMed:9989411}. Note=Proteolytic cleavage during or just after translocation into the mitochondrial intermembrane space (IMS) results in the formation of an inner-membrane-anchored mature form (AIFmit). During apoptosis, further proteolytic processing leads to a mature form, which is confined to the mitochondrial IMS in a soluble form (AIFsol). AIFsol is released to the cytoplasm in response to specific death signals, and translocated to the nucleus, where it induces nuclear apoptosis. Colocalizes with EIF3G in the nucleus and perinuclear region (By similarity). {ECO:0000250}.
Q99MP3	reviewed	Calcb	SUBCELLULAR LOCATION: Secreted.
P01587	reviewed	Csf2 Csfgm	SUBCELLULAR LOCATION: Secreted.
P30561	reviewed	Ahr	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12215427, ECO:0000269|PubMed:28396409}. Nucleus {ECO:0000269|PubMed:12215427, ECO:0000269|PubMed:20106950, ECO:0000269|PubMed:28396409}. Note=Initially cytoplasmic; upon binding with ligand and interaction with a HSP90, it translocates to the nucleus. {ECO:0000269|PubMed:20106950, ECO:0000269|PubMed:28396409}.
O70433	reviewed	Fhl2	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q14192}. Nucleus {ECO:0000269|PubMed:20013826}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:22851699}.
Q3TZA2	reviewed	Cdkl4 Gm942	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
Q9QXS8	reviewed	Cml5	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}.
Q91XQ5	reviewed	Chst15 Brag Galnac4s6st Kiaa0598	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}. Note=A small fraction may also be present at the cell surface, where it acts as a B-cell receptor.
Q80V53	reviewed	Chst14 D4st1	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
O88199	reviewed	Chst3 C6st Gst0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.
Q8BS40	reviewed	Cptp Gltpd1	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q5TA50}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:Q5TA50}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q5TA50}. Cell membrane {ECO:0000250|UniProtKB:Q5TA50}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q5TA50}; Cytoplasmic side {ECO:0000250|UniProtKB:Q5TA50}. Endosome membrane {ECO:0000250|UniProtKB:Q5TA50}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q5TA50}. Nucleus outer membrane {ECO:0000250|UniProtKB:Q5TA50}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q5TA50}.
Q60590	reviewed	Orm1 Agp1 Orm-1	SUBCELLULAR LOCATION: Secreted.
P56379	reviewed	Atp5mpl Mp68	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250|UniProtKB:P56378}; Single-pass membrane protein {ECO:0000255}.
P12023	reviewed	App	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:26260791}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P05067}. Membrane {ECO:0000250|UniProtKB:P05067}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:P05067}. Perikaryon {ECO:0000250|UniProtKB:P08592}. Cell projection, growth cone {ECO:0000250|UniProtKB:P08592}. Membrane, clathrin-coated pit {ECO:0000250|UniProtKB:P05067}. Early endosome {ECO:0000269|PubMed:25592972, ECO:0000269|PubMed:26260791}. Cytoplasmic vesicle {ECO:0000250|UniProtKB:P05067}. Golgi apparatus, trans-Golgi network {ECO:0000269|PubMed:23931995}. Note=Cell surface protein that rapidly becomes internalized via clathrin-coated pits. Only a minor proportion is present at the cell membrane; most of the protein is present in intracellular vesicles. During maturation, the immature APP (N-glycosylated in the endoplasmic reticulum) moves to the Golgi complex where complete maturation occurs (O-glycosylated and sulfated). After alpha-secretase cleavage, soluble APP is released into the extracellular space and the C-terminal is internalized to endosomes and lysosomes. Some APP accumulates in secretory transport vesicles leaving the late Golgi compartment and returns to the cell surface. APP sorts to the basolateral surface in epithelial cells. During neuronal differentiation, the Thr-743 phosphorylated form is located mainly in growth cones, moderately in neurites and sparingly in the cell body. Casein kinase phosphorylation can occur either at the cell surface or within a post-Golgi compartment (By similarity). Associates with GPC1 in perinuclear compartments (PubMed:15677459). Colocalizes with SORL1 in a vesicular pattern in cytoplasm and perinuclear regions (By similarity). Upon neuronal activation, routed into BACE1-positive recycling endosomes via a clathrin -dependent mechanism (PubMed:23931995). {ECO:0000250|UniProtKB:P05067, ECO:0000269|PubMed:15677459, ECO:0000269|PubMed:23931995}.; SUBCELLULAR LOCATION: [Soluble APP-beta]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Amyloid-beta protein 42]: Cell surface. Note=Associates with FPR2 at the cell surface and the complex is then rapidly internalized. {ECO:0000250|UniProtKB:P05067}.; SUBCELLULAR LOCATION: [Gamma-secretase C-terminal fragment 59]: Nucleus {ECO:0000269|PubMed:28720718}. Cytoplasm {ECO:0000250|UniProtKB:P05067}. Note=Located to both the cytoplasm and nuclei of neurons. It can be translocated to the nucleus through association with APBB1 (Fe65) (By similarity). In dopaminergic neurons, the phosphorylated Thr-743 form is localized to the nucleus (PubMed:28720718). {ECO:0000250|UniProtKB:P05067, ECO:0000269|PubMed:28720718}.
Q8BP22	reviewed	Fam92a Fam92a1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:A1XBS5}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:A1XBS5}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:27528616}. Cell projection, cilium {ECO:0000269|PubMed:29459677}. Note=Weak punctate vesicular distribution throughout the cytoplasm. Localizes at the distal end of mother centrioles. Extensive colocalization with CBY1 at mother centrioles (PubMed:27528616). Localizes at the transition zone, a region between the basal body and the ciliary axoneme (PubMed:29459677). {ECO:0000250|UniProtKB:A1XBS5, ECO:0000269|PubMed:27528616, ECO:0000269|PubMed:29459677}.
P04345	reviewed	Cryga	
P16563	reviewed	Crisp2 Tpx-1 Tpx1	SUBCELLULAR LOCATION: Secreted {ECO:0000305}.
Q9JLL0	reviewed	Crim1	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
Q14DH7	reviewed	Acss3	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:A0A0G2K047}.
Q9ERZ3	reviewed	Chrm3 Chrm-3	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Basolateral cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P11859	reviewed	Agt Serpina8	SUBCELLULAR LOCATION: Secreted.
A8VU90	reviewed	Ankle1 Ankrd41 Lem3	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8NAG6}. Nucleus {ECO:0000250|UniProtKB:Q8NAG6}. Note=At the steady state, predominantly localizes in the cytoplasm. {ECO:0000250|UniProtKB:Q8NAG6}.
Q8CFW1	reviewed	Ano2 Tmem16b	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:19474308, ECO:0000269|PubMed:19561302}; Multi-pass membrane protein {ECO:0000269|PubMed:19474308, ECO:0000269|PubMed:19561302}.
